uniqueid,deviceid,date,starttime,endtime,lat,lon,altitude,precision,grid,photo,severity,estpop,pointofinterest
50759091,357083077029861,3/24/2019,2019-03-24T15:11:01.356+02,2019-03-24T15:11:58.428+02,-19.51413,34.7869416666667,182.6,2.1,F7,1553433080948.jpg,No / Minor,Less than 100,House(s)
50759127,357083077029861,3/24/2019,2019-03-24T15:12:07.376+02,2019-03-24T15:13:47.760+02,-19.5239883333333,34.7584216666667,193.5,2.2,F7,1553433173757.jpg,Of concern,Less than 100,House(s)
50759177,357083077029861,3/24/2019,2019-03-24T15:13:59.981+02,2019-03-24T15:14:47.933+02,-19.5654733333333,34.7664566666667,150.9,2.1,F7,1553433261566.jpg,No / Minor,Less than 100,House(s)
50759221,357083077029861,3/24/2019,2019-03-24T15:15:16.458+02,2019-03-24T15:17:17.509+02,-19.5992433333333,34.7651816666667,154.8,2,F7,1553433386536.jpg,Of concern,Less than 100,House(s)
50759712,357083077029861,3/24/2019,2019-03-24T15:22:17.573+02,2019-03-24T15:24:10.237+02,-19.6351083333333,34.7166216666667,116,2.2,E7,1553433808392.jpg,No / Minor,"More than 5,000",Other type of infrastructure
50759755,357083077029861,3/24/2019,2019-03-24T15:25:03.770+02,2019-03-24T15:26:30.069+02,-19.6574266666667,34.7493666666667,166.1,2.2,E7,1553433959346.jpg,No / Minor,"More than 5,000",School
50759801,357083077029861,3/24/2019,2019-03-24T15:30:18.995+02,2019-03-24T15:32:22.675+02,-19.72447,34.789345,140.4,2.1,E7,1553434301667.jpg,Of concern,"More than 5,000",House(s)
50759849,357083077029861,3/24/2019,2019-03-24T15:33:36.836+02,2019-03-24T15:36:44.049+02,-19.739495,34.8588483333333,126.7,2.1,E7,1553434573711.jpg,Of concern,"More than 5,000",House(s)
50760292,357083077029861,3/24/2019,2019-03-24T15:41:56.565+02,2019-03-24T15:42:40.162+02,-19.7904883333333,34.9870383333333,106.8,2.2,E8,1553434928732.jpg,No / Minor,None,None
50760338,357083077029861,3/24/2019,2019-03-24T15:47:12.029+02,2019-03-24T15:49:38.574+02,-19.678305,34.9042816666667,118.5,2,F8,1553435357660.jpg,No / Minor,Less than 100,School
50760352,357083077029861,3/24/2019,2019-03-24T15:50:03.441+02,2019-03-24T15:51:39.865+02,-19.6335333333333,34.89184,94.2,2,F8,1553435477628.jpg,No / Minor,Less than 100,Bridge
50760455,357083077029861,3/24/2019,2019-03-24T15:52:49.900+02,2019-03-24T15:54:50.717+02,-19.586065,34.8909516666667,111.7,2.2,F8,1553435659226.jpg,No / Minor,Less than 100,House(s)
50760682,357083077029861,3/24/2019,2019-03-24T15:56:08.298+02,2019-03-24T15:57:16.965+02,-19.5013266666667,34.9015283333333,127.3,1.9,F8,1553435815996.jpg,No / Minor,Less than 100,House(s)
50760706,357083077029861,3/24/2019,2019-03-24T15:57:25.519+02,2019-03-24T16:01:23.948+02,-19.4962516666667,34.9473633333333,129.4,2,F8,1553436069699.jpg,No / Minor,Less than 100,House(s)
50760730,357083077029861,3/24/2019,2019-03-24T16:01:27.508+02,2019-03-24T16:02:44.522+02,-19.49322,35.0027283333333,122.9,2,F8,1553436102605.jpg,No / Minor,None,House(s)
50760766,357083077029861,3/24/2019,2019-03-24T16:03:03.835+02,2019-03-24T16:04:15.079+02,-19.49026,35.0525516666667,121.4,2,F8,1553436201400.jpg,No / Minor,None,House(s)
50760787,357083077030356,3/24/2019,2019-03-24T12:22:23.671+02,2019-03-24T14:58:37.295+02,-19.7987416666667,34.9028733333333,85.8,5.4,F8,NA,Serious,"Between 1,001 and 5,000",Critical Incident
50761359,357083077029861,3/24/2019,2019-03-24T15:03:09.669+02,2019-03-24T15:10:56.914+02,-19.53662,34.8019583333333,168.7,2,F7,1553433000071.jpg,No / Minor,None,House(s)
50761381,357083077029861,3/24/2019,2019-03-24T15:17:45.392+02,2019-03-24T15:19:13.769+02,-19.6510533333333,34.74779,139.1,2.1,F7,1553433520872.jpg,No / Minor,"More than 5,000",School
50761397,357083077029861,3/24/2019,2019-03-24T15:19:31.014+02,2019-03-24T15:22:06.611+02,-19.6073116666667,34.734985,200.3,2.1,F7,1553433701738.jpg,No / Minor,"More than 5,000",House(s)
50761434,357083077029861,3/24/2019,2019-03-24T15:36:49.785+02,2019-03-24T15:37:42.829+02,-19.75339,34.9263416666667,90.6,2.2,E7,1553434624437.jpg,No / Minor,None,None
50761504,357083077029861,3/24/2019,2019-03-24T15:38:49.828+02,2019-03-24T15:40:02.940+02,-19.77872,34.9724283333333,130.9,2.2,E8,1553434774429.jpg,No / Minor,None,None
50761575,357083077029861,3/24/2019,2019-03-24T16:05:11.670+02,2019-03-24T16:07:16.703+02,-19.4935083333333,35.11001,94.9,2.1,F9,1553436419784.jpg,No / Minor,Less than 100,House(s)
50761645,357083077029861,3/24/2019,2019-03-24T16:07:43.033+02,2019-03-24T16:12:04.197+02,-19.5040216666667,35.186745,107.9,1.9,F9,1553436709726.jpg,No / Minor,None,House(s)
50761655,357083077029861,3/24/2019,2019-03-24T16:12:30.839+02,2019-03-24T16:19:14.283+02,-19.5315916666667,35.2797383333333,93.6,2.2,F9,NA,Of concern,"Between 101 and 1,000",House(s)
50761708,357083077029861,3/24/2019,2019-03-24T16:19:24.724+02,2019-03-24T16:23:06.569+02,-19.5741466666667,35.26465,86.8,2,F9,1553437360328.jpg,Serious,"Between 101 and 1,000",House(s)
50762027,357083079604919,3/24/2019,2019-03-24T15:02:42.291+02,2019-03-24T15:03:38.179+02,-19.7240033333333,34.805315,191.9,5,F9,1553432583282.jpg,Severe,"Between 1,001 and 5,000",House(s)
50762119,357083079604919,3/24/2019,2019-03-24T15:03:41.539+02,2019-03-24T15:05:42.121+02,-19.6967,34.80755,187,4.8,F7,1553432640779.jpg,Serious,"Between 101 and 1,000",House(s)
50762124,357083077030356,3/24/2019,2019-03-24T14:58:40.715+02,2019-03-24T15:01:17.382+02,-19.7608766666667,34.8018416666667,185.6,5,F7,1553432436744.jpg,No / Minor,None,None
50762204,357083079604919,3/24/2019,2019-03-24T15:04:30.421+02,2019-03-24T15:05:30.153+02,-19.67284,34.80567,203.1,4.5,F7,1553432695146.jpg,Serious,Less than 100,House(s)
50762301,357083079604919,3/24/2019,2019-03-24T15:05:48.524+02,2019-03-24T15:06:47.722+02,-19.6311616666667,34.803085,186.9,5,F7,1553432790891.jpg,No / Minor,None,None
50762359,357083079604919,3/24/2019,2019-03-24T15:07:15.070+02,2019-03-24T15:07:45.827+02,-19.5993983333333,34.8022483333333,112.8,5,F7,1553432855465.jpg,No / Minor,None,None
50762399,357083079604919,3/24/2019,2019-03-24T15:08:01.760+02,2019-03-24T15:08:49.995+02,-19.5783566666667,34.8020533333333,128.8,4.9,F7,1553432908102.jpg,Of concern,None,None
50762438,357083079604919,3/24/2019,2019-03-24T15:09:18.114+02,2019-03-24T15:09:58.471+02,-19.544685,34.8019383333333,130,5,F7,1553432984199.jpg,No / Minor,None,None
50762536,357083079604919,3/24/2019,2019-03-24T15:11:20.526+02,2019-03-24T15:11:56.812+02,-19.5141866666667,34.7725633333333,142.6,5,F7,1553433099162.jpg,Serious,Less than 100,Building
50762544,357083079604919,3/24/2019,2019-03-24T15:12:12.169+02,2019-03-24T15:12:54.179+02,-19.5297,34.75986,207.5,5,F7,1553433151612.jpg,Serious,Less than 100,House(s)
50762559,357083079604919,3/24/2019,2019-03-24T15:13:21.223+02,2019-03-24T15:14:22.645+02,-19.564475,34.7667183333333,192.8,4.8,F7,1553433247259.jpg,Of concern,Less than 100,None
50762568,357083079604919,3/24/2019,2019-03-24T15:14:46.917+02,2019-03-24T15:17:18.037+02,-19.6361083333333,34.76557,184,4.7,F7,1553433419759.jpg,Of concern,Less than 100,Building
50762633,357083079604919,3/24/2019,2019-03-24T15:17:25.510+02,2019-03-24T15:18:50.770+02,-19.6370283333333,34.7369733333333,184.8,5,F7,1553433517908.jpg,Serious,"Between 101 and 1,000",Building
50762686,357083077024201,3/24/2019,2019-03-24T00:54:41.293+02,2019-03-24T08:21:48.059+02,-19.8463366666667,34.88805,13.5,4.1,C6,1553408275755.jpg,Of concern,Less than 100,Bridge
50762693,357083077024201,3/24/2019,2019-03-24T13:34:28.927+02,2019-03-24T13:37:01.801+02,-19.9113183333333,34.745575,296,4.5,D7,1553427383431.jpg,No / Minor,Less than 100,House(s)
50762695,357083079604919,3/24/2019,2019-03-24T15:19:04.409+02,2019-03-24T15:19:36.598+02,-19.617195,34.7338066666667,172.1,5,F7,1553433562607.jpg,Serious,"Between 1,001 and 5,000",Building
50762744,357083079604919,3/24/2019,2019-03-24T15:19:42.418+02,2019-03-24T15:20:13.901+02,-19.60052,34.7339016666667,179.4,4.8,F7,1553433599261.jpg,Severe,"Between 101 and 1,000",House(s)
50762796,357083077029861,3/24/2019,2019-03-24T16:23:09.772+02,2019-03-24T16:26:31.648+02,-19.5927333333333,35.2459133333333,107.1,1.9,F9,1553437545958.jpg,Serious,"Between 1,001 and 5,000",House(s)
50762801,357083077029861,3/24/2019,2019-03-24T16:27:03.899+02,2019-03-24T16:28:57.028+02,-19.6390133333333,35.1871066666667,152.6,1.9,E9,NA,Serious,"Between 101 and 1,000",House(s)
50762860,357083077029861,3/24/2019,2019-03-24T16:29:04.599+02,2019-03-24T16:31:26.661+02,-19.64744,35.1589,94.4,2.1,E9,1553437846289.jpg,Serious,"Between 101 and 1,000",House(s)
50762919,357083077029861,3/24/2019,2019-03-24T16:31:32.668+02,2019-03-24T16:33:23.846+02,-19.67979,35.1306983333333,106.8,2.1,E9,1553437946020.jpg,Serious,"Between 101 and 1,000",House(s)
50762924,357083077024201,3/24/2019,2019-03-24T13:41:08.097+02,2019-03-24T13:43:05.874+02,-20.0858083333333,34.7378233333333,205.7,4.9,C6,1553427748171.jpg,Of concern,Less than 100,House(s)
50762974,357083077024201,3/24/2019,2019-03-24T13:44:49.014+02,2019-03-24T13:48:29.150+02,-20.0674533333333,34.67052,293.5,5,C6,1553428079234.jpg,No / Minor,None,None
50762983,357083077029861,3/24/2019,2019-03-24T16:34:05.370+02,2019-03-24T16:34:49.798+02,-19.712945,35.088135,136.2,2.2,E9,1553438057976.jpg,Serious,"Between 101 and 1,000",House(s)
50763034,357083077024201,3/24/2019,2019-03-24T13:49:34.955+02,2019-03-24T13:50:23.457+02,-20.002205,34.67212,303.1,4.7,C6,1553428207466.jpg,Of concern,Less than 100,House(s)
50763076,357083077029861,3/24/2019,2019-03-24T16:35:05.963+02,2019-03-24T16:36:04.451+02,-19.722725,35.0651566666667,103.2,2.2,E9,1553438141500.jpg,Serious,"Between 1,001 and 5,000",House(s)
50763082,357083077029861,3/24/2019,2019-03-24T16:36:39.737+02,2019-03-24T16:39:18.302+02,-19.7461283333333,35.036565,109.6,2.1,E9,NA,Serious,"Between 101 and 1,000",House(s)
50763084,357083079604919,3/24/2019,2019-03-24T15:20:19.773+02,2019-03-24T15:20:51.820+02,-19.6016666666667,34.72239,174.5,5.8,F7,1553433638466.jpg,Serious,"Between 101 and 1,000",Building
50763087,357083077024201,3/24/2019,2019-03-24T13:50:26.678+02,2019-03-24T13:51:16.878+02,-20.006815,34.6894116666667,261.1,4.5,C6,1553428260657.jpg,No / Minor,None,Road
50763152,357083079604919,3/24/2019,2019-03-24T15:21:20.562+02,2019-03-24T15:21:54.693+02,-19.6221983333333,34.7189683333333,162.7,4.9,F7,1553433698958.jpg,Serious,"Between 101 and 1,000",Building
50763178,357083079604919,3/24/2019,2019-03-24T15:22:22.068+02,2019-03-24T15:22:52.281+02,-19.6334716666667,34.7193266666667,155.9,4.8,F7,1553433758430.jpg,Serious,"Between 101 and 1,000",Building
50763182,357083077024201,3/24/2019,2019-03-24T13:51:24.908+02,2019-03-24T13:52:18.964+02,-20.0042733333333,34.6591033333333,252.4,4.5,C6,1553428323481.jpg,Of concern,Less than 100,House(s)
50763204,357083079604919,3/24/2019,2019-03-24T15:23:00.269+02,2019-03-24T15:23:57.173+02,-19.6315316666667,34.7149466666667,142,4.6,E7,1553433803637.jpg,Serious,Less than 100,Building
50763231,357083079604919,3/24/2019,2019-03-24T15:24:04.663+02,2019-03-24T15:24:39.007+02,-19.64345,34.7329466666667,151.4,4.8,E7,1553433864359.jpg,Serious,Less than 100,House(s)
50763305,357083079604919,3/24/2019,2019-03-24T15:24:57.061+02,2019-03-24T15:25:47.247+02,-19.6571083333333,34.7502516666667,154.3,4.7,E7,1553433934190.jpg,Serious,"Between 101 and 1,000",School
50763363,357083077024201,3/24/2019,2019-03-24T13:54:58.914+02,2019-03-24T13:56:55.062+02,-19.9255666666667,34.6564516666667,203.6,5,D6,1553428604507.jpg,No / Minor,None,None
50763384,357083077024201,3/24/2019,2019-03-24T13:56:58.100+02,2019-03-24T13:59:03.862+02,-19.9217766666667,34.59722,197,4.9,D6,1553428723867.jpg,Of concern,Less than 100,House(s)
50763412,357083077024201,3/24/2019,2019-03-24T13:59:18.298+02,2019-03-24T14:00:44.294+02,-19.8970466666667,34.5827816666667,268.5,4.8,D6,1553428810401.jpg,Of concern,Less than 100,Building
50763424,357083077024201,3/24/2019,2019-03-24T14:00:57.949+02,2019-03-24T14:01:57.005+02,-19.8806066666667,34.5963866666667,272.2,4.8,D6,NA,Severe,"More than 5,000",House(s)
50763506,357083077024201,3/24/2019,2019-03-24T14:02:00.795+02,2019-03-24T14:02:35.442+02,-19.884755,34.6066133333333,275.1,4.8,D6,1553428936367.jpg,Severe,"More than 5,000",House(s)
50763521,357083079604919,3/24/2019,2019-03-24T15:25:54.483+02,2019-03-24T15:26:49.674+02,-19.658895,34.752945,153.5,4.9,F7,1553433994125.jpg,Of concern,Less than 100,Building
50763543,357083079604919,3/24/2019,2019-03-24T15:27:15.417+02,2019-03-24T15:28:02.307+02,-19.6823033333333,34.7690966666667,152.9,4.6,E7,1553434061871.jpg,Of concern,"Between 101 and 1,000",House(s)
50763549,357083079604919,3/24/2019,2019-03-24T15:28:19.789+02,2019-03-24T15:29:09.219+02,-19.7008916666667,34.765665,148.3,5,E7,NA,Of concern,"Between 101 and 1,000",Building
50763574,357083079604919,3/24/2019,2019-03-24T15:29:39.464+02,2019-03-24T15:30:23.347+02,-19.72143,34.7816183333333,148.4,4.7,E8,1553434208837.jpg,Serious,"Between 101 and 1,000",Building
50763588,357083077024201,3/24/2019,2019-03-24T14:02:43.733+02,2019-03-24T14:03:36.106+02,-19.88909,34.5912933333333,285.5,4.8,D6,1553428999089.jpg,Serious,Less than 100,Building
50763610,357083079600768,3/24/2019,2019-03-24T13:36:07.914+02,2019-03-24T13:37:53.398+02,-19.950835,34.7431633333333,209.3,4.4,D7,1553427448398.jpg,Of concern,Less than 100,House(s)
50763618,357083077024201,3/24/2019,2019-03-24T14:04:58.951+02,2019-03-24T14:05:50.328+02,-19.9140283333333,34.5904633333333,282.3,4.3,D6,1553429136436.jpg,Of concern,Less than 100,House(s)
50763623,357083079600768,3/24/2019,2019-03-24T13:39:13.599+02,2019-03-24T13:43:17.881+02,-20.0913733333333,34.74368,191,4.9,C7,1553427776841.jpg,No / Minor,Less than 100,House(s)
50763637,357083077024201,3/24/2019,2019-03-24T14:05:53.549+02,2019-03-24T14:09:06.129+02,-19.966065,34.5853133333333,293.4,5,D6,1553429332495.jpg,Serious,None,Building
50763638,357083079600768,3/24/2019,2019-03-24T13:43:26.429+02,2019-03-24T13:45:16.280+02,-20.095075,34.7416683333333,190.9,5,C6,1553427901629.jpg,No / Minor,None,None
50763648,357083079600768,3/24/2019,2019-03-24T13:46:47.002+02,2019-03-24T13:47:41.044+02,-20.08673,34.6703583333333,276.9,4.8,C6,1553428036367.jpg,No / Minor,None,None
50763647,357083077024201,3/24/2019,2019-03-24T14:09:39.226+02,2019-03-24T14:12:32.709+02,-20.0450983333333,34.5850683333333,358.7,4.2,D6,1553429543130.jpg,No / Minor,None,None
50763649,357083079604919,3/24/2019,2019-03-24T15:30:49.885+02,2019-03-24T15:32:14.477+02,-19.7287216666667,34.8190933333333,147.5,4.8,E8,1553434318162.jpg,Serious,"Between 101 and 1,000",Building
50763658,357083079600768,3/24/2019,2019-03-24T13:48:42.531+02,2019-03-24T13:49:53.128+02,-20.0196866666667,34.67091,295.9,4.6,C7,1553428169705.jpg,Of concern,Less than 100,House(s)
50763659,357083079604919,3/24/2019,2019-03-24T15:32:22.210+02,2019-03-24T15:32:53.687+02,-19.7325483333333,34.8362716666667,147.4,4.7,E8,1553434357127.jpg,Serious,"Between 101 and 1,000",Building
50763660,357083077024201,3/24/2019,2019-03-24T14:12:36.778+02,2019-03-24T14:18:29.082+02,-20.1965316666667,34.5475983333333,356.9,4.9,C6,1553429887357.jpg,No / Minor,None,None
50763712,357083079600768,3/24/2019,2019-03-24T13:50:25.822+02,2019-03-24T13:51:09.779+02,-20.0079183333333,34.6893083333333,271.7,4.7,C6,1553428251547.jpg,Of concern,Less than 100,School
50763722,357083079604919,3/24/2019,2019-03-24T15:33:14.510+02,2019-03-24T15:34:01.937+02,-19.7393483333333,34.8582033333333,147.9,4.7,E7,1553434427754.jpg,Serious,"Between 101 and 1,000",Building
50763753,357083077024201,3/24/2019,2019-03-24T14:18:39.071+02,2019-03-24T14:20:09.216+02,-20.197755,34.4875716666667,363.6,4.9,C5,1553429989147.jpg,No / Minor,Less than 100,House(s)
50763765,357083079604919,3/24/2019,2019-03-24T15:34:14.749+02,2019-03-24T15:35:22.741+02,-19.7448933333333,34.8765266666667,145.9,5,E7,1553434498498.jpg,Severe,"Between 101 and 1,000",Building
50763770,357083079600768,3/24/2019,2019-03-24T13:54:29.685+02,2019-03-24T13:55:27.860+02,-19.9608116666667,34.6604383333333,242,5,D6,1553428514053.jpg,No / Minor,None,None
50763778,357083079604919,3/24/2019,2019-03-24T15:35:28.356+02,2019-03-24T15:36:11.536+02,-19.7510883333333,34.89886,145.7,4.8,E7,1553434550725.jpg,Serious,"Between 101 and 1,000",Building
50763779,357083079600768,3/24/2019,2019-03-24T13:57:11.001+02,2019-03-24T13:57:49.898+02,-19.92336,34.626635,206.6,5,D6,1553428657166.jpg,Of concern,Less than 100,House(s)
50763780,357083077024201,3/24/2019,2019-03-24T14:20:13.253+02,2019-03-24T14:21:02.214+02,-20.2014716666667,34.462135,364.4,4.6,C5,1553430049964.jpg,No / Minor,Less than 100,House(s)
50763793,357083079600768,3/24/2019,2019-03-24T13:58:15.475+02,2019-03-24T14:00:28.238+02,-19.8997166666667,34.5825516666667,274.1,4.8,D6,1553428803366.jpg,Of concern,"Between 101 and 1,000",House(s)
50763795,357083079604919,3/24/2019,2019-03-24T15:36:38.818+02,2019-03-24T15:37:43.870+02,-19.7528033333333,34.9357066666667,146.3,4.7,E8,1553434645303.jpg,No / Minor,Less than 100,Road
50763829,357083079604919,3/24/2019,2019-03-24T15:38:11.253+02,2019-03-24T15:38:46.013+02,-19.7648266666667,34.96377,168.2,4.9,E8,1553434712954.jpg,No / Minor,None,None
50763873,357083077024201,3/24/2019,2019-03-24T14:22:53.640+02,2019-03-24T14:24:16.031+02,-20.20138,34.419955,349.6,4.5,C5,1553430245545.jpg,No / Minor,None,House(s)
50763883,357083079600768,3/24/2019,2019-03-24T14:00:32.749+02,2019-03-24T14:01:40.752+02,-19.8810633333333,34.5868083333333,270.6,4.8,D6,1553428871180.jpg,Of concern,"Between 101 and 1,000",House(s)
50763921,357083079604919,3/24/2019,2019-03-24T15:38:52.130+02,2019-03-24T15:39:30.896+02,-19.7811983333333,34.9713716666667,139.6,4.9,E8,1553434750161.jpg,No / Minor,None,None
50764035,357083079604919,3/24/2019,2019-03-24T15:40:20.205+02,2019-03-24T15:41:12.369+02,-19.794325,34.9680666666667,134,4.8,E8,1553434846084.jpg,Of concern,Less than 100,Sea port / port
50763960,357083079600768,3/24/2019,2019-03-24T14:02:35.517+02,2019-03-24T14:03:27.544+02,-19.889045,34.5930983333333,315.9,4.5,D6,1553428985277.jpg,Of concern,"Between 101 and 1,000",Other type of infrastructure
50763987,357083079604919,3/24/2019,2019-03-24T15:39:38.534+02,2019-03-24T15:40:15.400+02,-19.7966933333333,34.96196,132.3,4.8,E8,1553434798848.jpg,Serious,Less than 100,Sea port / port
50763999,357083077024201,3/24/2019,2019-03-24T14:24:21.339+02,2019-03-24T14:26:42.112+02,-20.170925,34.3929766666667,368.7,4.3,C5,1553430386532.jpg,No / Minor,Less than 100,House(s)
50764022,357083079600768,3/24/2019,2019-03-24T14:05:14.718+02,2019-03-24T14:05:51.316+02,-19.912695,34.5904666666667,291.2,4.9,D6,1553429131034.jpg,No / Minor,None,None
50764042,357083079604919,3/24/2019,2019-03-24T15:46:51.799+02,2019-03-24T15:47:35.800+02,-19.6872416666667,34.90932,141.7,4.8,F8,1553435239123.jpg,No / Minor,None,None
50764043,357083079600768,3/24/2019,2019-03-24T14:08:52.677+02,2019-03-24T14:11:49.216+02,-20.017545,34.584395,322.4,5,D6,1553429499139.jpg,No / Minor,None,None
50764094,357083077024201,3/24/2019,2019-03-24T14:26:58.950+02,2019-03-24T14:27:33.001+02,-20.1613783333333,34.388735,317.5,4.9,C5,1553430439568.jpg,Of concern,None,Other type of infrastructure
50764122,357083079600768,3/24/2019,2019-03-24T14:12:14.052+02,2019-03-24T14:13:02.509+02,-20.0573283333333,34.584945,368.9,4.9,D6,1553429568918.jpg,No / Minor,None,None
50764396,357083077024201,3/24/2019,2019-03-24T14:28:10.272+02,2019-03-24T14:29:29.487+02,-20.1343683333333,34.3916066666667,331.7,4.9,C5,1553430555972.jpg,No / Minor,Less than 100,House(s)
50764402,357083079604919,3/24/2019,2019-03-24T15:48:51.733+02,2019-03-24T15:49:28.626+02,-19.6569166666667,34.901155,136.8,4.9,F8,1553435356281.jpg,Serious,Less than 100,House(s)
50764438,357083077024201,3/24/2019,2019-03-24T14:29:54.714+02,2019-03-24T14:30:30.635+02,-20.1090816666667,34.392985,328.3,4.9,C5,1553430617171.jpg,No / Minor,Less than 100,House(s)
50764481,357083077024201,3/24/2019,2019-03-24T14:31:23.077+02,2019-03-24T14:32:06.586+02,-20.0669366666667,34.3936483333333,349.8,4.8,C5,1553430714561.jpg,No / Minor,Less than 100,House(s)
50764528,357083079604919,3/24/2019,2019-03-24T15:50:08.071+02,2019-03-24T15:51:26.472+02,-19.6282933333333,34.8914566666667,132.7,4.9,E8,1553435463816.jpg,Serious,Less than 100,Bridge
50764531,357083077024201,3/24/2019,2019-03-24T14:32:20.014+02,2019-03-24T14:33:49.833+02,-20.0235833333333,34.393635,369.5,4.9,D5,1553430805648.jpg,Severe,Less than 100,School
50764551,357083079604919,3/24/2019,2019-03-24T15:52:30.803+02,2019-03-24T15:53:20.208+02,-19.5914483333333,34.88884,130.8,4.7,F8,NA,Serious,Less than 100,Building
